Stat_ID;Easting_X;Norting_Y;Altitude;Longitude;Latitude;catArea;flowAcc;rel_err[%];row;column;Bl_ID;Start_Date;End_Date;State;data_avail;nxtGage;Station_Name;River;dem_mean;dem_std;dem_min;dem_max;LC-forest;LC-impervious;LC-permeable;WB_from_year;WB_to_year;Qobs[mm_a-1];Precip[mm_a-1];PET[mm_a-1];NSE-Q_v4.3_d;Qsim[mm_a-1];AET[mm_a-1]
9304105;4602650;5715050;-99;13.48;51.56;637;665.4;4.46;4050;5647;44;1955-11-01;1996-10-31;DE;100.00%;-999;Schadewitz;Kleine-Elster;111.15;12.56;89.42;165.51;46.17;5.70;48.14;1956;1995;103.33;584.13;749.36;0.55;91.66;492.68
9304114;4678950;5740450;-99;14.59;51.77;124;114.3;7.79;3796;6410;51;1977-11-01;1997-10-31;DE;100.00%;-999;Mulknitz;Malxe;99.95;23.66;68.45;179.07;48.36;12.57;39.07;1978;1996;128.54;612.43;743.74;-1.32;132.55;479.48
9304119;4646550;5842850;-99;14.17;52.7;737;799.2;8.44;2772;6086;50;1968-11-01;1996-10-31;DE;100.00%;-999;Bliesdorf;Friedlaender-Strom;40.50;31.01;2.12;140.40;19.97;4.43;75.60;1969;1995;121.81;512.24;729.23;-0.44;64.72;449
9304122;4685850;5675750;-99;14.66;51.2;194.6;186.2;4.34;4443;6479;52;1926-11-01;1989-10-31;DE;98.34%;-999;GRODITZ;LOBAUER-WASSER;290.97;69.40;176.12;577.20;10.75;8.11;81.14;1955;1988;249.18;729.34;706.7;0.46;239.12;490.84
9304130;4326350;6046450;2.73;9.32;54.52;481;470.5;2.19;736;2884;13;1931-12-01;1981-10-31;DE;89.99%;-999;TREIA;TREENE;29.39;12.89;5.24;80.20;5.10;3.94;90.96;1955;1980;351.49;817.68;609.44;0.77;373.39;443.81
9304131;4426650;5643450;-999;10.957;50.921;371.4;375.7;1.17;4766;3887;26;1945-11-01;2006-10-31;DE;100.00%;-999;INGERSLEBEN;APFELSTAEDT;446.09;167.81;223.97;903.27;39.93;7.04;53.03;1955;2005;201.75;784.37;678.51;0.57;317.04;476.39
9304134;4417350;5705150;-999;10.811;51.469;200.6;193.8;3.37;4149;3794;26;1957-11-01;2006-10-31;DE;100.00%;-999;SUNDHAUSEN;HELME;254.18;67.24;173.25;702.77;15.47;4.85;79.68;1958;2005;248.94;726.15;695.89;0.56;243.46;483.7
9304135;4422750;5680850;-999;10.893;51.258;374.3;372.4;0.52;4392;3848;26;1961-11-01;2006-10-31;DE;100.00%;-999;WASSERTHALEBEN;HELBE;346.89;75.71;176.91;518.74;19.64;3.86;76.50;1962;2005;103.3;614.44;717.57;0.6;146.01;488.17
9304136;4428950;5643850;-999;10.989;50.926;842.8;847.2;0.53;4762;3910;26;1930-11-01;2006-10-31;DE;100.00%;-999;ERFURT-MOEBISBURG;GERA;438.72;152.91;215.06;981.70;38.05;6.90;55.05;1955;2005;214.72;748.28;684.22;0.7;283.06;476.87
9304137;4428650;5639650;-999;10.987;50.889;163.1;164.2;0.69;4804;3907;26;1954-11-01;2006-10-31;DE;100.00%;-999;EISCHLEBEN;WIPFRA;385.04;65.93;240.14;604.11;22.30;3.44;74.26;1955;2005;94.09;636.38;706.99;0.15;172.74;484.25
9304145;4530450;5639550;-999;12.432;50.892;293;293.2;0.08;4805;4925;35;1923-11-01;2006-10-31;DE;97.59%;-999;GOELLNITZ;PLEISSE;314.89;49.29;206.02;485.20;10.55;13.94;75.50;1955;2005;193.18;675.74;726.77;0.44;177.13;500.08
9305004;4578350;5367750;354.03;13.06;48.45;850;845.9;0.48;7523;5404;47;1976-01-01;1978-12-31;DE;99.91%;-999;MUEHLHAM;ROTT;457.25;29.59;352.09;534.88;16.51;2.57;80.92;1976;1978;254.43;845.29;764.67;-0.24;293.48;550.06
9305006;4343050;5366450;-99;9.88;48.41;317.5;324.6;2.23;7536;3051;29;1977-10-01;1992-10-31;DE;100.00%;-999;BURGBERG-ORT;HUERBE;711.76;83.90;496.26;865.76;36.00;4.26;59.75;1978;1991;81.25;905.43;715.81;-43.18;375.77;532.49
9305009;4297950;5333550;587.95;9.29;48.11;448;412.5;7.92;7865;2600;20;1932-11-01;1980-10-31;DE;99.75%;-999;HITZKOFEN;LAUCHERT;762.88;58.89;590.83;933.08;46.35;4.92;48.73;1955;1979;335.76;870.55;755.15;0.49;307.52;568.45
9305022;4599950;5410750;435.27;13.36;48.83;113;113.7;0.64;7093;5620;47;1950-11-01;2007-09-30;DE;99.99%;-999;EBERHARDSREUTH;MITTERNACHER-OHE;655.54;103.86;433.69;1033.63;45.12;3.12;51.76;1955;2006;566.31;1124.68;727.48;0.65;580.1;546.87
9305024;4607150;5395750;327.97;13.46;48.69;762;748.3;1.79;7243;5692;47;1920-11-01;2007-09-30;DE;99.99%;-999;KALTENECK;ILZ;698.98;190.65;330.66;1433.90;50.16;2.60;47.24;1955;2006;677.38;1139.6;715.34;0.72;596.35;545.36
9305031;4572950;5434050;448.56;13;49.04;109;108.7;0.3;6860;5350;46;1953-11-01;2005-07-31;DE;99.85%;-999;TEISNACH;TEISNACH;658.99;134.16;449.19;1110.90;48.87;2.71;48.42;1955;2004;606.18;1175.42;730.4;0.53;634.6;541.76
9305036;4590550;5430950;-99;13.24;49.01;120;112.9;5.92;6891;5526;46;1950-11-01;2007-09-30;DE;100.00%;-999;ROEHRNBACH;OSTERBACH;835.96;187.64;561.79;1439.47;79.34;2.50;18.16;1955;2006;720.36;1272.35;683.74;0.57;747.68;526.94
9305038;4509486.4;5443536.66;334.13;12.13;49.13;2658;2469.2;7.1;6765;4715;37;1960-01-01;1995-12-31;DE;97.22%;-999;REGENSTAUF;REGEN;576.77;181.70;333.83;1442.59;52.73;3.17;44.10;1960;1995;477.12;971.17;720.09;0.74;436.73;530.71
9305043;4495550;5442550;338.46;11.94;49.12;5426;5042.1;7.08;6775;4576;37;1960-01-01;1995-12-31;DE;100.00%;-999;HEITZENHOFEN;NAAB;488.39;84.75;338.17;949.40;43.09;4.28;52.62;1960;1995;310.94;789.27;736.06;0.85;262.75;523.3
9305044;4511350;5489150;372.16;12.16;49.54;2004;2030.6;1.33;6309;4734;37;1960-01-01;1995-12-31;DE;100.00%;-999;UNTERKOEBLITZ;NAAB;507.39;87.16;373.92;949.40;43.51;4.42;52.07;1960;1995;301.59;796.67;712.69;0.8;280.65;512.19
9305045;4459350;5441550;383.59;11.45;49.11;152.3;153.9;1.08;6785;4214;37;1950-11-01;1995-12-31;DE;99.95%;-999;BERCHING;SULZ;448.10;45.73;385.09;590.58;33.06;5.26;61.68;1955;1995;236.11;779.54;763.59;0.59;233.98;544.91
9305046;4462650;5432050;364.68;11.49;49.03;2475;2459.8;0.61;6880;4247;37;1976-01-01;1978-12-31;DE;99.91%;-999;BEILNGRIES;ALTMUEHL;477.20;51.56;364.69;655.06;32.95;3.80;63.25;1976;1978;216.19;735.31;756.53;-0.2;195.61;516.52
9305047;4420750;5425150;407.06;10.92;48.96;982;982.9;0.09;6949;3828;28;1976-01-01;1978-12-31;DE;99.91%;-999;TREUCHLINGEN;ALTMUEHL;463.73;44.80;409.28;655.06;26.39;3.20;70.41;1976;1978;178.14;708.93;752.73;0.01;164.68;508.91
9305051;4287750;5330750;598.4;9.15;48.09;1506.3;1462.5;2.91;7893;2498;20;1981-01-01;1997-12-31;DE;100.00%;-999;UNTERSCHMEIEN;SCHMIECHA;809.58;98.99;584.50;1143.41;49.28;6.36;44.37;1981;1997;30.15;1006.51;741.59;-271.53;466.87;555.31
9305052;4287950;5322950;592.6;9.16;48.01;199.6;208.1;4.24;7971;2500;20;1983-01-01;2007-10-31;DE;99.69%;-999;MENNINGEN;ABLACH;674.98;45.93;594.26;834.70;34.20;2.81;62.99;1983;2006;188.82;861.22;769.48;0.22;296.28;569.81
9305055;4339050;5346850;498.27;9.83;48.24;405.5;385;5.05;7732;3011;20;1982-11-01;1996-10-31;DE;100.00%;-999;NIEDERKIRCH;RISS;590.06;47.14;497.67;761.37;22.07;6.98;70.95;1983;1995;368.31;904.74;770.53;0.65;342.89;562.33
9305056;4297950;5333550;587.95;9.29;48.11;452.4;412.5;8.82;7865;2600;20;1980-11-01;1996-10-31;DE;100.00%;-999;LAUCHERTAL;LAUCHERT;762.88;58.89;590.83;933.08;46.35;4.92;48.73;1981;1995;342.49;935.21;750.15;0.55;381.1;561.22
9305059;4237950;5318650;-99;8.49;47.95;191.7;187.7;2.09;8014;2000;12;1981-11-01;1988-12-31;DE;100.00%;-999;DONAUESCHINGEN;BRIGACH;807.44;76.01;678.41;1022.83;47.73;12.27;40.00;1982;1988;603.13;1184.29;735.19;0.75;662.15;552.17
9305062;4400150;5351150;487.44;10.65;48.29;133;132;0.75;7689;3622;29;1950-11-01;2007-09-30;DE;99.99%;-999;FISCHACH;SCHMUTTER;569.35;32.05;490.26;653.17;45.44;3.90;50.66;1955;2006;322.23;954.45;767.8;0.27;383.66;572.39
9305063;4405550;5386450;409.32;10.72;48.61;505;505.8;0.15;7336;3676;29;1960-01-01;1995-12-31;DE;100.00%;-999;PFAFFENHOFEN;ZUSAM;490.71;38.98;410.13;647.82;34.63;4.49;60.88;1960;1995;277.63;858.58;767.71;0.37;295.52;560.37
9305064;4404250;5406550;403.09;10.69;48.79;1578;1565.4;0.8;7135;3663;29;1960-01-01;1995-12-31;DE;100.00%;-999;HARBURG;WOERNITZ;472.15;41.79;405.93;679.34;22.55;4.25;73.20;1960;1995;233.35;752.08;766.95;0.6;210.34;540.5
9305065;4380650;5373650;436.4;10.38;48.49;951;959.2;0.86;7464;3427;29;1940-11-01;2007-09-30;DE;97.00%;-999;OFFINGEN;MINDEL;592.94;92.85;434.30;891.14;23.57;5.94;70.49;1955;2006;409.76;978.3;766.56;0.63;424.23;555.63
9305066;4372550;5370450;441.11;10.27;48.46;707;693.6;1.89;7496;3346;29;1960-01-01;1995-12-31;DE;100.00%;-999;GUENZBURG;GUENZ;614.82;102.86;442.13;909.16;24.53;5.22;70.25;1960;1995;432.14;998.22;756.46;0.71;443.36;552.46
9305068;4374250;5264250;771.92;10.33;47.51;126;124.7;1.02;8558;3363;30;1932-11-01;2007-09-30;DE;99.99%;-999;RECKENBERG;OSTERACH;1438.73;354.17;776.15;2328.55;27.58;1.10;71.32;1955;2006;2013.14;2088.88;728.7;0.22;1515.11;576.09
9305073;4351150;5361050;472.87;9.99;48.37;2115;2078.4;1.73;7590;3132;29;1976-01-01;1978-12-31;DE;99.91%;-999;WIBLINGEN;ILLER;856.89;339.63;473.91;2595.50;26.76;5.81;67.43;1976;1978;819.3;1415;735.83;-0.39;854.94;552.71
9305075;4383350;5412650;446.3;10.41;48.84;126;124.5;1.2;7074;3454;29;1929-11-01;2004-10-31;DE;100.00%;-999;TROCHTELFINGEN;EGER;516.42;42.59;444.16;668.00;20.90;5.92;73.18;1955;2003;341.71;818.34;778.26;0.47;273.53;554.41
9305077;4344129.11;5350036.17;490.99;9.9;48.27;264;267.9;1.48;7700;3062;29;1924-11-01;2007-10-31;DE;99.81%;-999;ACHSTETTEN;BAIERZER-ROT;624.95;64.00;489.96;765.59;34.59;3.11;62.30;1955;2006;391.15;967.37;765.92;0.54;408.58;560.32
9305078;4339050;5346850;498.27;9.83;48.24;397;385;3.01;7732;3011;20;1931-11-01;1982-10-31;DE;99.92%;-999;UNTERSULMETINGEN;RISS;590.06;47.14;497.67;761.37;22.07;6.98;70.95;1955;1981;356.31;875.76;753.83;0.47;319.23;553.28
9305081;4315566.69;5339760.81;527.46;9.52;48.17;170.6;182.2;6.83;7803;2776;20;1931-11-01;1996-10-31;DE;97.81%;-999;UNLINGEN;KANZACH;599.03;28.27;527.70;765.52;23.89;3.23;72.88;1955;1995;189.88;832.8;753.86;0.28;279.52;552.63
9305086;4528550;5370350;433.09;12.39;48.47;318;329.6;3.64;7497;4906;38;1939-11-01;2007-09-30;DE;99.74%;-999;VILSBIBURG;GROSSE-VILS;480.53;17.10;432.44;530.45;11.84;2.48;85.68;1955;2006;263.62;872.77;783.93;0.33;305.73;568.55
9305087;4584750;5386650;308.25;13.15;48.62;1436;1439.2;0.22;7334;5468;47;1976-01-01;1978-12-31;DE;99.91%;-999;GRAFENMUEHLE;VILS;439.27;46.60;317.30;530.45;18.88;2.14;78.97;1976;1978;192.79;790.37;771.5;-0.34;241.49;544.39
9305088;4553850;5386350;371.89;12.73;48.62;719.5;746.9;3.8;7337;5159;47;1976-01-01;1978-12-31;DE;99.91%;-999;ROTTERSDORF;VILS;469.17;27.34;372.02;530.45;16.85;2.60;80.55;1976;1978;211.68;801.01;768.96;-0.27;256.07;544.6
9305090;4498350;5364550;424.24;11.98;48.42;141.8;141.5;0.19;7555;4604;38;1953-11-01;2007-09-30;DE;99.99%;-999;APPOLDING;STROGEN;475.81;27.29;421.38;567.56;11.35;3.49;85.16;1955;2006;334.74;877.17;776.63;0.46;327.42;550.94
9305091;4465250;5365950;450.08;11.53;48.43;392;390.4;0.41;7541;4273;38;1935-11-01;2007-09-30;DE;99.99%;-999;HOHENKAMMER;GLONN;501.66;19.15;450.18;579.01;16.30;4.27;79.43;1955;2006;269.9;883.43;777.28;0.35;318.3;567.16
9305092;4432850;5326250;544.73;11.1;48.07;125;127.3;1.82;7938;3949;29;1935-11-01;1995-12-31;DE;99.87%;-999;GREIFENBERG;WINDACH;644.54;42.05;544.60;737.12;29.99;2.42;67.59;1955;1995;319.36;1051.87;731.83;0.34;502.46;548.57
9305094;4435550;5300950;556.31;11.14;47.84;601;602.6;0.27;8191;3976;30;1925-11-01;2007-09-30;DE;99.99%;-999;WEILHEIM;AMMER;883.96;302.94;556.17;2166.27;44.17;3.78;52.05;1955;2006;778.01;1397.27;704.27;0.65;853.71;545.76
9305095;4429320.51;5273843.82;833.27;11.06;47.6;114;122.3;7.29;8462;3914;30;1920-11-01;2007-09-30;DE;99.99%;-999;OBERAMMERGAU;AMMER;1280.38;292.94;833.53;2166.27;61.96;1.68;36.36;1955;2006;949.09;1707.12;685.43;0.4;1169.76;540.71
9305096;4491150;5369650;417.34;11.88;48.47;3043;3136.9;3.09;7504;4532;38;1960-01-01;1995-12-31;DE;100.00%;-999;INKOFEN;AMPER;616.84;195.71;417.52;2166.27;27.68;9.26;63.06;1960;1995;465.2;1057.66;742.73;0.39;506.72;547.74
9305105;4287750;5332050;581.91;9.15;48.09;155;148.3;4.32;7880;2498;20;1931-11-01;1996-10-31;DE;99.58%;-999;UNTERSCHMEIEN;SCHMIECHA;813.43;77.21;593.08;972.61;45.33;11.77;42.90;1955;1995;345.2;917.88;742.19;0.57;368.18;563.21
9305106;4354550;5327550;-99;10.05;48.07;137.2;131.8;3.91;7925;3166;29;1973-08-01;1993-10-31;DE;100.00%;-999;LAUPHEIM-NEUE-WELT;ROTTUM;673.69;42.42;566.37;765.59;29.34;2.14;68.52;1974;1992;400.37;1040.54;756.59;-0.04;487.9;552.83
9305107;4272050;5326850;642.1;8.95;48.04;134;133.2;0.57;7932;2341;20;1937-11-01;1996-12-31;DE;99.92%;-999;FRIDINGEN;BAERA;859.36;72.10;636.58;1005.02;55.85;6.48;37.67;1955;1996;430.71;937.53;716.37;0.63;399.35;547.99
9305111;4540750;5316950;496.62;12.55;47.99;378;356.7;5.63;8031;5028;48;1925-11-01;2007-09-30;DE;99.99%;-999;STEIN-BEI-ALTENMARKT;TRAUN;841.12;257.01;502.04;1943.71;59.83;4.79;35.39;1955;2006;1113.1;1754.88;720.54;0.6;1198.67;558.74
9305114;4539350;5349250;403.73;12.53;48.28;484;487.6;0.74;7708;5014;47;1928-11-01;1995-12-31;DE;99.80%;-999;STEGMUEHLE;ISEN-MIT-ENTWAESSERUNGSGRABEN;487.86;55.25;403.85;639.73;14.82;3.30;81.89;1955;1995;317.37;937.55;770.67;0.42;378.18;559.66
9305116;4510950;5321250;435.02;12.15;48.03;244;251.9;3.23;7988;4730;38;1950-11-01;2007-09-30;DE;100.00%;-999;ANGER;ATTEL;524.96;40.03;439.15;656.59;26.92;2.68;70.40;1955;2006;485.11;1073.35;767.44;0.61;492.97;581.91
9305118;4499350;5302250;478.74;12;47.86;771;744;3.5;8178;4614;39;1976-01-01;1978-12-31;DE;99.91%;-999;BAD-AIBLING-WILLINGER-BR.;MANGFALL;891.10;257.57;480.04;1878.61;56.76;4.72;38.51;1976;1978;360.74;1565.63;696.84;-3.14;1025.02;533.88
9305128;4548550;5298050;605.27;12.65;47.82;183;164.9;9.9;8220;5106;48;1925-11-01;2007-09-30;DE;99.99%;-999;SIEGSDORF;WEISSE-TRAUN;997.41;241.74;603.82;1943.71;74.38;1.66;23.95;1955;2006;1506.41;1970.76;705.78;0.54;1420.64;552.96
9305129;4320350;5349550;516.99;9.58;48.26;299;325.4;8.83;7705;2824;20;1965-11-01;1990-10-31;DE;99.63%;-999;LAUTERACH;LAUTER;718.41;48.87;517.13;868.66;40.94;3.09;55.98;1966;1989;152.14;922.31;736.14;-7.36;373.61;553.55
9305130;4371550;5386050;-99;10.26;48.6;450.2;419;6.93;7340;3336;29;1950-11-01;1988-10-31;DE;99.31%;-999;HERMARINGEN-KRAFTWERK;BRENZ;593.85;67.88;451.43;775.80;46.71;9.13;44.16;1955;1987;414.72;922.84;748.11;0.13;366.28;556.61
9305131;4353350;5305950;-99;10.04;47.87;308.1;309.1;0.32;8141;3154;30;1938-11-01;2007-10-31;DE;99.89%;-999;LAUBEN;AITRACH;731.35;106.89;625.50;1126.26;32.42;2.99;64.59;1955;2006;565.26;1277.16;762.18;0.65;705.93;572.26
9305132;4287950;5322950;-99;9.16;48;199.6;208.1;4.24;7971;2500;20;1952-12-01;1993-10-31;DE;98.82%;-999;MENNINGEN-OST;ABLACH;674.98;45.93;594.26;834.70;34.20;2.81;62.99;1955;1992;207.42;870.01;751.6;0.43;307;562.85
9305133;4236650;5330550;-99;8.47;48.06;108.5;100.3;7.54;7895;1987;11;1958-11-01;1990-10-31;DE;98.96%;-999;VILLINGEN;BRIGACH;844.92;68.40;702.16;1022.83;53.12;12.09;34.79;1959;1989;617.77;1247.48;732.44;0.74;695.15;555.41
9305134;4227650;5323650;736.5;8.35;47.99;158;158;0;7964;1897;11;1926-11-01;2007-10-31;DE;97.97%;-999;HAMMEREISENBACH;BREG;965.90;73.34;742.18;1143.41;69.53;3.03;27.43;1955;2006;960.33;1467.79;709.52;0.71;918.28;550.51
9305135;4331750;5350350;492.12;9.73;48.27;4036;4085.7;1.23;7697;2938;20;1975-11-01;1978-10-31;DE;100.00%;-999;BERG;DONAU;723.15;113.09;493.04;1143.41;40.62;5.28;54.10;1976;1977;254.85;865.03;746.56;0.42;315.28;544.75
9305136;4344586;5366712.55;-99;9.9;48.42;180;185.8;3.25;7533;3066;29;1953-04-01;1988-08-31;DE;99.85%;-999;HERRLINGEN-POST;LAUTER;714.40;56.10;496.44;862.29;24.04;4.64;71.32;1955;1987;137.15;936.42;703.02;-17.37;406.17;530.2
9305137;4237950;5318650;-99;8.49;47.95;194;187.7;3.25;8014;2000;12;1950-11-01;1992-10-31;DE;80.12%;-999;DONAUESCHINGEN;BRIGACH;807.44;76.01;678.41;1022.83;47.73;12.27;40.00;1955;1991;421.34;1125.15;739.9;0.68;573.49;559.26
9305138;4252050;5314950;660.85;8.68;47.93;766;752.3;1.79;8051;2141;21;1950-11-01;1988-10-31;DE;96.45%;-999;KIRCHENHAUSEN;DONAU;814.84;109.19;659.73;1143.41;46.51;6.68;46.81;1955;1987;525.66;1078.4;738.01;0.79;531.95;556.07
9305139;4531550;5420050;326.28;12.43;48.92;406;401.4;1.15;7000;4936;37;1953-11-01;2006-02-28;DE;99.95%;-999;SCHOENACH;GROSSE-LABER;418.91;42.72;325.89;518.87;20.02;4.14;75.84;1955;2005;184.14;734.54;786.85;0.45;190.58;544.64
9305140;4463450;5399150;363.32;11.5;48.73;1187;1244.7;4.86;7209;4255;38;1960-01-01;1995-12-31;DE;100.00%;-999;MANCHING-EISENBAHNBR.;PAAR;454.09;60.96;361.24;637.74;19.42;6.49;74.09;1960;1995;242.95;804.76;778.06;0.27;251.8;550.79
9305142;4393850;5291050;739.7;10.58;47.75;109;106;2.73;8290;3559;30;1945-11-01;2007-09-30;DE;100.00%;-999;LEUTERSCHACH;LOBACH;827.41;37.74;737.79;1039.69;14.83;1.44;83.73;1955;2006;785.99;1401.13;725.2;0.61;849.43;553
9305144;4399850;5326550;595.83;10.65;48.07;665;653.1;1.79;7935;3619;29;1976-01-01;1978-12-31;DE;99.91%;-999;TUERKHEIM;WERTACH;831.55;151.22;594.31;1883.52;26.61;4.56;68.83;1976;1978;750.84;1324.7;706.81;-0.38;789.49;530.99
9305145;4398850;5299850;697.28;10.65;47.83;450;445.1;1.08;8202;3609;30;1920-11-01;2007-09-30;DE;100.00%;-999;BIESSENHOFEN;WERTACH;879.18;155.71;694.84;1883.52;25.72;3.14;71.14;1955;2006;873.4;1472.74;723.61;0.7;921.11;553.23
9305151;4571450;5275550;576.93;12.95;47.62;121;122.5;1.25;8445;5335;48;1930-11-01;1995-12-31;DE;100.00%;-999;ILSANK;RAMSAUER-ACHE;1371.77;448.00;579.83;2702.20;51.77;0.42;47.80;1955;1995;1315.47;1963.45;748.04;-0.13;1383.92;580.79
9315005;4095750;5744450;14.16;6.15;51.69;1220;1296.7;6.29;3756;578;1;1976-11-01;1979-10-31;DE;100.00%;-999;GOCH;NIERS;43.48;19.30;13.79;125.98;7.90;16.93;75.17;1977;1978;131.85;693.38;701.74;-6.31;152.68;488.76
9315006;4096850;5689950;43.77;6.23;51.2;130.2;128.1;1.65;4301;589;2;1950-11-01;1986-05-31;DE;100.00%;-999;PANNENMUEHLE;SCHWALM;74.03;9.95;43.49;101.68;15.37;14.25;70.38;1955;1985;222.75;756.46;739.71;-3.68;249.1;507.98
9315010;4109150;5619250;327.23;6.48;50.58;344.6;317.2;7.94;5008;712;3;1951-11-01;1994-03-31;DE;99.80%;-999;GEMUEND;URFT;518.60;60.76;334.56;689.27;44.76;5.64;49.60;1955;1993;467.77;913.66;663.02;0.64;426.11;486.62
9315014;4098650;5647050;124.13;6.29;50.82;232.2;217.3;6.4;4730;607;2;1966-01-01;1988-07-31;DE;100.00%;-999;ESCHWEILER-KLAERANLAGE;INDE;293.74;100.86;123.28;607.00;42.37;18.05;39.58;1966;1987;416.7;929.5;681.23;0.6;436.87;495.28
9315015;4113893.37;5615650.69;371.39;6.55;50.55;131.1;132.5;1.05;5044;759;3;1975-01-01;1986-10-31;DE;100.00%;-999;KALL-SPORTPLATZ;URFT;514.20;44.38;366.62;606.72;38.79;6.46;54.75;1975;1985;371.3;858.25;664.96;0.62;388.45;479.47
9316002;4367450;5847050;41.99;10.04;52.74;750;718.2;4.24;2730;3295;24;1960-11-01;2005-12-31;DE;100.00%;-999;FEUERSCHUTZENBOSTEL;ORTZE;80.94;14.61;41.79;139.40;56.99;4.38;38.63;1961;2005;261.82;777.17;715.95;-0.28;261.36;516.15
9316003;4428550;5813350;59.67;10.95;52.45;514;514.8;0.15;3067;3906;25;1966-11-01;1997-12-31;DE;100.00%;-999;GRAFHORST;ALLER;123.09;31.79;58.73;210.28;25.78;4.42;69.80;1967;1997;117.29;565.62;726.65;0.63;102.29;467.91
9316006;4396950;5801450;64.29;10.49;52.34;594;614.1;3.39;3186;3590;25;1965-11-01;1996-12-31;DE;100.00%;-999;HARXBUTTEL;SCHUNTER;122.53;47.93;63.60;319.05;26.25;10.19;63.56;1966;1996;14.58;636.46;714.25;-68.23;160.59;477.04
9316008;4405750;5827550;54.9;10.61;52.57;340;358.6;5.46;2925;3678;24;1966-11-01;1996-12-31;DE;100.00%;-999;NEUDORF-PLATENDORF;ISE;80.18;15.82;54.24;135.58;34.98;3.10;61.92;1967;1996;195.47;657.38;723.76;0.57;162.98;498.62
9316009;4385250;5827950;45.17;10.32;52.57;205;219.7;7.18;2921;3473;24;1960-11-01;2005-12-31;DE;100.00%;-999;NEUHAUS;SCHWARZWASSER;66.21;17.18;44.28;114.82;33.00;1.95;65.06;1961;2005;175.16;692.6;724.52;0.64;178.22;514.8
9316014;4201509.61;5339009.76;286.5;7.99;48.12;303;303.5;0.16;7810;1636;11;1940-11-01;1997-12-31;DE;97.74%;-999;GUTACH;ELZ;703.81;227.65;285.57;1214.75;70.76;1.20;28.03;1955;1997;882.33;1531.8;720.07;0.71;976.24;555.6
9316016;4244850;5435850;122.27;8.51;49.01;235;234.8;0.1;6842;2069;19;1926-01-01;1993-12-31;DE;92.64%;-999;BERGHAUSEN;PFINZ;268.53;66.56;124.76;524.48;33.94;12.54;53.52;1955;1993;223.68;906.77;779.19;0.31;370.41;557.2
9316018;4228250;5415650;132.19;8.3;48.82;468.8;473.1;0.91;7044;1903;11;1917-01-01;2007-10-31;DE;98.52%;-999;ROTENFELS;MURG;648.81;226.54;132.54;1163.11;75.20;4.17;20.63;1955;2006;1045.18;1611.42;709.28;0.71;1066.9;545.88
9316023;4219650;5360350;276.92;8.22;48.32;127;121.7;4.19;7597;1817;11;1967-11-01;1993-10-31;DE;100.00%;-999;OBERWOLFACH;WOLF;648.10;152.84;276.32;968.52;80.68;1.05;18.27;1968;1992;1135.41;1692.25;736.08;0.65;1123.98;571.2
9316024;4218750;5290150;-99;8.28;47.69;105.9;111.2;5;8299;1808;12;1950-11-01;1992-10-31;DE;94.24%;-999;HINTERLEHENGERICHT;SCHILTACH;926.26;156.58;464.27;1298.16;68.76;2.29;28.95;1955;1991;580.35;1445.94;711.24;0.05;899.59;551.04
9316025;4205850;5369050;176;8.03;48.39;957;956.2;0.09;7510;1679;11;1914-01-01;2007-10-31;DE;99.87%;-999;SCHWAIBACH;KINZIG;592.07;195.17;174.65;1080.60;69.67;3.57;26.77;1955;2006;776.01;1438.72;761.12;0.79;859.3;581.75
9316036;4192550;5282750;-99;7.91;47.61;107.7;102.6;4.74;8373;1546;12;1928-11-01;1995-12-31;DE;93.76%;-999;RAMSBACH-BIRKHOF;RENCH;780.23;219.91;315.36;1230.28;69.41;4.31;26.28;1955;1995;1073.93;1625.44;736.6;0.31;1047.72;577
9316037;4189450;5293950;423.6;7.86;47.71;209;198.8;4.89;8261;1515;12;1928-03-01;1997-12-31;DE;95.23%;-999;ZELL;WIESE;904.72;206.72;431.62;1490.67;68.94;1.33;29.74;1955;1997;1160.22;1770.43;675.37;0.75;1242.13;528.58
9316051;4233550;5307750;-99;8.45;47.85;258.2;267.8;3.71;8123;1956;12;1940-11-01;1988-10-31;DE;99.99%;-999;EBNET;DREISAM;929.29;120.02;578.38;1467.15;62.18;2.97;34.85;1955;1987;697.23;1325.32;713.85;0.72;782.03;548.72
9316052;4224450;5283050;345.47;8.33;47.63;617;632.3;2.49;8370;1865;12;1912-01-01;2007-10-31;DE;99.92%;-999;OBERLAUCHRINGEN;WUTACH;782.04;178.30;356.31;1467.15;45.91;3.21;50.88;1955;2006;450.71;1132.38;749.1;0.73;582.16;559.29
9316074;4258450;5383250;408.49;8.73;48.54;147.4;148.8;0.98;7368;2205;20;1982-11-01;1996-10-31;DE;100.00%;-999;ISELHAUSEN;WALDACH;588.42;57.45;406.55;731.94;38.66;6.01;55.33;1983;1995;372.04;1064.98;771.09;0.72;526.37;565.71
9316086;4325850;5312450;515.96;9.67;47.93;269.9;253.8;5.96;8076;2879;21;1960-01-01;1996-07-31;DE;97.69%;-999;DURLESBACH;SCHUSSEN;595.50;32.42;520.08;724.99;25.98;5.16;68.86;1960;1995;122.4;937.93;756.38;-1.26;369.09;566.41
